label,run_id,total,emeralds,tomatoes,trades,params_json
v36_rand_21,v36-sweep-026,14225.0,7717.0,6508.0,692,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.2, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_07,v36-sweep-012,14216.0,7717.0,6499.0,695,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.2, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.14}"
v36_rand_13,v36-sweep-018,14202.0,7717.0,6485.0,695,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.2, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_31,v36-sweep-036,14196.0,7717.0,6479.0,695,"{""BASE_QUOTE_EDGE"": 2.4, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.2, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_19,v36-sweep-024,14180.0,7717.0,6463.0,696,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 0.95, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_03,v36-sweep-008,14175.0,7717.0,6458.0,695,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 0.95, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.14}"
v36_rand_18,v36-sweep-023,14169.0,7717.0,6452.0,697,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 0.95, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_20,v36-sweep-025,14169.0,7717.0,6452.0,697,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 0.95, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_27,v36-sweep-032,14161.0,7717.0,6444.0,694,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.14}"
target_richer,v36-sweep-003,14160.0,7717.0,6443.0,697,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.14}"
quote_wider_taker_lighter,v36-sweep-001,14122.0,7717.0,6405.0,696,"{""BASE_QUOTE_EDGE"": 2.4, ""BASE_TAKE_EDGE"": 0.95, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.16, ""TARGET_BUCKET_WEIGHT"": 0.1}"
baseline_v36,v36-sweep-000,14120.0,7717.0,6403.0,696,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
passive_overlay_lighter,v36-sweep-004,14117.0,7717.0,6400.0,696,"{""BASE_QUOTE_EDGE"": 2.35, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
passive_overlay_stronger,v36-sweep-005,14117.0,7717.0,6400.0,696,"{""BASE_QUOTE_EDGE"": 2.35, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.1, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.08, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_22,v36-sweep-027,14080.0,7717.0,6363.0,694,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.06}"
quote_tighter_taker_heavier,v36-sweep-002,14057.0,7717.0,6340.0,695,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.14, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_29,v36-sweep-034,14006.0,7717.0,6289.0,697,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.14}"
v36_rand_10,v36-sweep-015,14003.0,7717.0,6286.0,699,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_11,v36-sweep-016,13999.0,7717.0,6282.0,695,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_14,v36-sweep-019,13995.0,7717.0,6278.0,696,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.34, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_24,v36-sweep-029,13992.0,7717.0,6275.0,698,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_25,v36-sweep-030,13991.0,7717.0,6274.0,699,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.2, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_26,v36-sweep-031,13989.0,7717.0,6272.0,698,"{""BASE_QUOTE_EDGE"": 2.3, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.26, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_12,v36-sweep-017,13988.0,7717.0,6271.0,697,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.08, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.09, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.16, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.1}"
v36_rand_33,v36-sweep-038,13985.0,7717.0,6268.0,699,"{""BASE_QUOTE_EDGE"": 2.4, ""BASE_TAKE_EDGE"": 1.0, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.12, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.46, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.86, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.14}"
v36_rand_36,v36-sweep-041,13967.0,7717.0,6250.0,697,"{""BASE_QUOTE_EDGE"": 2.4, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.06}"
v36_rand_35,v36-sweep-040,13953.0,7717.0,6236.0,697,"{""BASE_QUOTE_EDGE"": 2.4, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.32, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.03, ""REVERSION_ALPHA_WEIGHT"": 0.28, ""SOFT_LIMIT_BASE"": 0.5, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.12, ""SOFT_LIMIT_TREND_BONUS"": 0.12, ""SPREAD_TOXIC_COEF"": 0.7, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.14}"
v36_rand_15,v36-sweep-020,13948.0,7717.0,6231.0,693,"{""BASE_QUOTE_EDGE"": 2.2, ""BASE_TAKE_EDGE"": 1.05, ""CENTER_ALPHA_WEIGHT"": 0.36, ""PASSIVE_BUCKET_EDGE_WEIGHT"": 0.04, ""PASSIVE_BUCKET_MARKOUT_WEIGHT"": 0.06, ""REVERSION_ALPHA_WEIGHT"": 0.24, ""SOFT_LIMIT_BASE"": 0.54, ""SOFT_LIMIT_TOXIC_PENALTY"": 0.14, ""SOFT_LIMIT_TREND_BONUS"": 0.16, ""SPREAD_TOXIC_COEF"": 0.78, ""TAKER_BUCKET_EDGE_WEIGHT"": 0.14, ""TARGET_BUCKET_WEIGHT"": 0.06}"
