run_id,label,total_pnl,emeralds_pnl,tomatoes_pnl,trade_count,overrides_json
v20-sweep-001,baseline_v20,13340.0,7403.0,5937.0,719,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.035, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 9, ""POSITION_BIAS_DIVISOR"": 12.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.72, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.9, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 3.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.55, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-002,carry_light,13296.0,7403.0,5893.0,719,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.045, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 9, ""POSITION_BIAS_DIVISOR"": 14.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.65, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.7, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 2.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.4, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-003,carry_heavy,13395.0,7403.0,5992.0,717,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 12, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""POSITION_BIAS_DIVISOR"": 10.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.85, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 1.2, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 5.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.8, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-004,lower_drag_faster_entry,13358.0,7403.0,5955.0,717,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.2, ""FIT_THRESHOLD"": 0.45, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.025, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 12, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 9, ""POSITION_BIAS_DIVISOR"": 12.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.72, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.9, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.0, ""TREND_ENTRY_TAKE_BONUS"": 4.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.55, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-005,slower_exits,13385.0,7403.0,5982.0,717,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.03, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 9, ""POSITION_BIAS_DIVISOR"": 12.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.8, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 1.2, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 3.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.8, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-006,wide_bands_cleaner,13277.0,7403.0,5874.0,721,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.035, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 12, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""POSITION_BIAS_DIVISOR"": 10.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.9, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.9, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 3.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.55, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 2.0, ""TREND_PASSIVE_SIZE_BONUS"": 3.0}"
v20-sweep-007,aggressive_balanced,13345.0,7403.0,5942.0,718,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.2, ""FIT_THRESHOLD"": 0.5, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.03, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 12, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""POSITION_BIAS_DIVISOR"": 11.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.82, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 1.0, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.0, ""TREND_ENTRY_TAKE_BONUS"": 4.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.7, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-008,risk_random_01,13361.0,7403.0,5958.0,719,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.1, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 14, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 11, ""POSITION_BIAS_DIVISOR"": 10.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.72, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.6, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 2.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.8, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 1.0}"
v20-sweep-009,risk_random_02,13337.0,7403.0,5934.0,712,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.2, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 9, ""POSITION_BIAS_DIVISOR"": 16.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.72, ""STRONG_TREND_EDGE"": 2.5, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.9, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.0, ""TREND_ENTRY_TAKE_BONUS"": 2.0, ""TREND_FAIR_BONUS"": 0.15, ""TREND_HOLD_EXIT_BONUS"": 0.55, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 0.0, ""TREND_PASSIVE_SIZE_BONUS"": 1.0}"
v20-sweep-010,risk_random_03,13398.0,7403.0,5995.0,717,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.2, ""FIT_THRESHOLD"": 0.45, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 12, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""POSITION_BIAS_DIVISOR"": 12.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.65, ""STRONG_TREND_EDGE"": 2.5, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.9, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.4, ""TREND_ENTRY_TAKE_BONUS"": 3.0, ""TREND_FAIR_BONUS"": 0.35, ""TREND_HOLD_EXIT_BONUS"": 0.8, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 2.0, ""TREND_PASSIVE_SIZE_BONUS"": 3.0}"
v20-sweep-011,risk_random_04,13290.0,7403.0,5887.0,712,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""POSITION_BIAS_DIVISOR"": 14.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.72, ""STRONG_TREND_EDGE"": 3.0, ""STRONG_TREND_HOLD_EXIT_BONUS"": 1.2, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.2, ""TREND_ENTRY_TAKE_BONUS"": 2.0, ""TREND_FAIR_BONUS"": 0.35, ""TREND_HOLD_EXIT_BONUS"": 0.3, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 1.0, ""TREND_PASSIVE_SIZE_BONUS"": 2.0}"
v20-sweep-012,risk_random_05,13305.0,7403.0,5902.0,712,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.3, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.02, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 14, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""POSITION_BIAS_DIVISOR"": 16.0, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.9, ""STRONG_TREND_EDGE"": 3.5, ""STRONG_TREND_HOLD_EXIT_BONUS"": 0.6, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.0, ""TREND_ENTRY_TAKE_BONUS"": 2.0, ""TREND_FAIR_BONUS"": 0.25, ""TREND_HOLD_EXIT_BONUS"": 0.3, ""TREND_IMBALANCE_THRESHOLD"": 0.12, ""TREND_PASSIVE_PUSH"": 0.0, ""TREND_PASSIVE_SIZE_BONUS"": 1.0}"
