run_id,label,total_pnl,emeralds_pnl,tomatoes_pnl,trade_count,overrides_json
v18-sweep-011,regression_random_04,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.45, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.1, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.08, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.08}"
v18-sweep-012,regression_random_05,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.5, ""BASE_TAKE_EDGE"": 1.25, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.1, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.08, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
v18-sweep-013,regression_random_06,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.75, ""BASE_TAKE_EDGE"": 1.6, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 2.5, ""REGRESSION_WEIGHT"": 0.15, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.75, ""TREND_IMBALANCE_THRESHOLD"": 0.08}"
v18-sweep-014,regression_random_07,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.45, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""REGRESSION_HORIZON"": 1.5, ""REGRESSION_WEIGHT"": 0.15, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.08, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-015,regression_random_08,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.75, ""BASE_TAKE_EDGE"": 1.35, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.15, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.25, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
v18-sweep-016,regression_random_09,10094.0,7403.0,2691.0,739,"{""BASE_QUOTE_EDGE"": 2.5, ""BASE_TAKE_EDGE"": 1.45, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 2.5, ""REGRESSION_WEIGHT"": 0.15, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.12, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.75, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
v18-sweep-017,regression_random_10,10059.0,7403.0,2656.0,739,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.6, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 1.5, ""REGRESSION_WEIGHT"": 0.15, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.2, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-018,regression_random_11,13124.0,7403.0,5721.0,717,"{""BASE_QUOTE_EDGE"": 2.5, ""BASE_TAKE_EDGE"": 1.6, ""FIT_THRESHOLD"": 0.75, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 1.5, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-019,regression_random_12,13299.0,7403.0,5896.0,718,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.35, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.25, ""TREND_IMBALANCE_THRESHOLD"": 0.08}"
v18-sweep-020,regression_random_13,13271.0,7403.0,5868.0,722,"{""BASE_QUOTE_EDGE"": 2.75, ""BASE_TAKE_EDGE"": 1.35, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.75, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-021,regression_random_14,13255.0,7403.0,5852.0,720,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.35, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 6, ""REGRESSION_HORIZON"": 1.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.2, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.25, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-022,regression_random_15,13255.0,7403.0,5852.0,724,"{""BASE_QUOTE_EDGE"": 2.5, ""BASE_TAKE_EDGE"": 1.25, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 10, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.2, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-023,regression_random_16,13302.0,7403.0,5899.0,727,"{""BASE_QUOTE_EDGE"": 2.75, ""BASE_TAKE_EDGE"": 1.25, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 6, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.2, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.2, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.25, ""TREND_IMBALANCE_THRESHOLD"": 0.18}"
v18-sweep-024,regression_random_17,2165.0,7403.0,-5238.0,683,"{""BASE_QUOTE_EDGE"": 2.25, ""BASE_TAKE_EDGE"": 1.6, ""FIT_THRESHOLD"": 0.65, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 8, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 1.5, ""REGRESSION_WEIGHT"": 0.3, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.25, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
v18-sweep-025,regression_random_18,2161.0,7403.0,-5242.0,685,"{""BASE_QUOTE_EDGE"": 2.0, ""BASE_TAKE_EDGE"": 1.6, ""FIT_THRESHOLD"": 0.75, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 6, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 1.5, ""REGRESSION_WEIGHT"": 0.3, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.75, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
v18-sweep-026,regression_random_19,2164.0,7403.0,-5239.0,682,"{""BASE_QUOTE_EDGE"": 2.0, ""BASE_TAKE_EDGE"": 1.25, ""FIT_THRESHOLD"": 0.75, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 10, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 3.0, ""REGRESSION_WEIGHT"": 0.3, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.0, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 1.5, ""TREND_IMBALANCE_THRESHOLD"": 0.08}"
v18-sweep-027,regression_random_20,2161.0,7403.0,-5242.0,685,"{""BASE_QUOTE_EDGE"": 2.5, ""BASE_TAKE_EDGE"": 1.35, ""FIT_THRESHOLD"": 0.55, ""HISTORY_WEIGHT"": 0.25, ""IMBALANCE_WEIGHT"": 0.35, ""INVENTORY_SKEW"": 0.06, ""MAX_QUOTE_EDGE"": 5.0, ""MAX_TAKE_SIZE"": 6, ""MICRO_WEIGHT"": 0.3, ""MID_WEIGHT"": 0.25, ""PASSIVE_SIZE"": 8, ""REGRESSION_HORIZON"": 2.0, ""REGRESSION_WEIGHT"": 0.3, ""REGRESSION_WINDOW"": 8, ""RESIDUAL_REVERT_WEIGHT"": 0.08, ""SOFT_LIMIT_RATIO"": 0.55, ""STRONG_TREND_EDGE"": 3.5, ""TOXIC_SPREAD_THRESHOLD"": 15.0, ""TOXIC_VOLATILITY_THRESHOLD"": 3.2, ""TREND_EDGE_THRESHOLD"": 2.25, ""TREND_IMBALANCE_THRESHOLD"": 0.12}"
