candidate_id,iteration,rank,objective,total,tomatoes_total,min_day_total,avg_inventory,inventory_penalty,BASE_TAKE_EDGE,BASE_QUOTE_EDGE,INVENTORY_SKEW,SOFT_LIMIT_RATIO,TREND_EDGE_THRESHOLD,TREND_IMBALANCE_THRESHOLD,TOXIC_SPREAD_THRESHOLD,GAMMA_RANGE,GAMMA_TREND,GAMMA_VOLATILE,RESERVATION_SCALE,ALPHA_EDGE_SCALE,ALPHA_IMBALANCE_SCALE,POSITION_BIAS_DIVISOR
v29_4-cmaes-real-it01-cand00,1,10,31528.0455,28719.5,13828.5,14322.5,11.1909,55.954499999999996,1.1417170280368616,2.623348744317619,0.03662966186913467,0.6792596737669953,0.8707811503790069,0.10283329300795807,14.777337352263821,0.25461723894983856,0.10965336047497587,0.4253205563759429,0.1177820457814599,1.040997670876307,1.1322848720230765,10.282545384674737
v29_4-cmaes-real-it01-cand11,1,11,31508.9785,28717.5,13890.5,14243.5,11.444299999999998,57.22149999999999,1.0422015759363656,2.960348351998843,0.026742697652189968,0.6524527343237461,1.0226153984918778,0.1721063822613275,15.323328561777815,0.3465817705614534,0.10017787805365949,0.46939998094634866,0.10004203418616114,1.0142539088484792,1.2196066434698014,12.706438176143068
v29_4-cmaes-real-it01-cand07,1,12,31330.47225,28543.0,13716.0,14244.0,12.26555,61.327749999999995,1.5327181801404413,2.7812631817443663,0.026782785617743728,0.6527634993062426,1.0250563130962602,0.11995466711663802,14.12946687515189,0.33666407038874085,0.10617292458013072,0.5097456021827927,0.12306386165301741,1.0701945876518244,1.0941001746047774,12.125601778135172
v29_4-cmaes-real-it02-cand10,2,1,31845.37025,29040.5,14149.5,14297.5,10.92595,54.62975,1.2667275959519342,2.7682221457949208,0.03019345034388875,0.7310684079806986,1.0170741206556482,0.09427673352178803,15.338627429801223,0.33843887383879,0.12087877666379387,0.3881842459051088,0.1426030846597606,1.0673933811244214,1.128418900684305,12.00613347550822
v29_4-cmaes-real-it02-cand02,2,2,31754.073500000002,28968.5,14077.5,14213.5,11.4253,57.1265,1.2902386583639962,2.9344617943026656,0.03515358395039378,0.6847384883912263,0.9329057400671317,0.14381620866284575,15.545832220276694,0.3777785026553178,0.12419208973539009,0.3094853808360272,0.12200701039648025,1.0976891558552413,1.1822307475742901,12.115703758771211
v29_4-cmaes-real-it02-cand06,2,3,31751.36875,28929.5,14038.5,14387.5,11.12625,55.63125,1.0456582348482464,2.6571134572131707,0.03977895085756801,0.6787880719849981,0.925713742602557,0.11344672980186862,14.825090834198374,0.32390687383330674,0.08456440893643155,0.4278964101031216,0.12626759932717532,1.048456412484418,1.1085434557363125,13.054961406670067
v29_4-cmaes-real-it02-cand01,2,4,31737.8735,28955.5,14064.5,14197.5,11.4253,57.1265,1.2328997176725482,2.6986344704486562,0.03446788147211595,0.7132016137469447,0.9867846604847275,0.09433925995285847,15.166247947574833,0.3095560254358203,0.10351224599276454,0.4044352276899529,0.13439431605270208,1.0506690221966315,1.1285707338871074,11.989884537843778
v29_4-cmaes-real-it02-cand04,2,5,31734.980750000002,28949.0,14090.0,14207.0,11.08385,55.41925,1.187138209210134,2.6989439111441325,0.02510155559480356,0.6528582777883791,0.8728494644713464,0.1010148318434678,14.35356553482397,0.3250143365322589,0.12764257621559047,0.3798261834898562,0.13913646010088263,1.0644318993307773,1.1680068100309258,12.923683656123389
v29_4-cmaes-real-it02-cand03,2,6,31579.355750000002,28790.5,13899.5,14238.5,11.76885,58.84425,1.162706075890334,2.8817324816416114,0.029763704766588364,0.6588777110833892,1.0069264265999243,0.10723258619466901,15.460991419946966,0.2510636506450077,0.14271050588188372,0.37665987631973064,0.09599743640920014,1.025404001483633,1.2742898000558047,12.606702969088001
v29_4-cmaes-real-it02-cand07,2,7,31570.60675,28782.5,13891.5,14237.5,11.87865,59.39325,1.2728440515774988,2.835106334134886,0.033653452114908396,0.6584493119222672,0.9955571324700058,0.13178688589349455,14.632239476740958,0.35421186155392326,0.14120260994527986,0.4302110313755474,0.110404430479356,1.065499816716506,1.0878852429190098,12.623834475863605
v29_4-cmaes-real-it02-cand09,2,8,31563.661249999997,28754.5,13927.5,14325.5,11.187750000000001,55.938750000000006,1.1776262141003984,2.9572295498881584,0.026023423142855998,0.6584524134520036,0.9581715087739396,0.1115880709453008,13.805159219215401,0.34572639404526384,0.06502744643072864,0.26997503330918093,0.11353974698689345,1.0757324723294344,1.204827476141476,12.036808565430922
v29_4-cmaes-real-it02-cand11,2,9,31548.555750000003,28763.5,13872.5,14219.5,11.76885,58.84425,1.2536655609234553,2.6690785319228008,0.029055490779609783,0.6687942212183433,0.9059360051579292,0.11100959349014544,14.425563881445797,0.3580021206638107,0.10275629964302918,0.4011289487934123,0.1269674055231388,1.0505871980652755,1.2481206448962823,12.804400058477201
v29_4-cmaes-real-it02-cand08,2,10,31440.9585,28637.5,13746.5,14296.5,11.1683,55.8415,1.2697545530637344,2.848492909933816,0.03064196624052908,0.6375164665398878,0.8939402567189558,0.13526997127094664,14.237926792610317,0.3577248211733838,0.11229247437153059,0.42284886170914315,0.15990288327140462,1.0716799644152206,1.1229830886561956,12.227078447487315
v29_4-cmaes-real-it02-cand00,2,11,31436.170250000003,28653.5,13762.5,14199.5,11.44595,57.229749999999996,1.1904043353564715,2.676516268045058,0.039495890747438464,0.6244098112687337,0.9043505507003702,0.09880096597035361,15.010180460747312,0.4128450688797295,0.12437484730538978,0.3606966525881268,0.14338810360319657,1.0768905909519757,1.1226367217504043,13.304706663259935
v29_4-cmaes-real-it02-cand05,2,12,31420.9975,28635.5,13776.5,14227.5,12.000499999999999,60.0025,1.1143024483426927,2.9982975422859095,0.02237746012762122,0.6808094283088248,1.0380181689893686,0.15777238326511667,14.334989409287061,0.26261700721077286,0.12683671458652943,0.4270653057800886,0.07477548560563059,1.0624840945946932,1.1048718036402099,12.002510588329534
v29_4-cmaes-real-it03-cand11,3,1,31712.944,28894.5,14003.5,14363.5,10.851199999999999,54.25599999999999,1.1108882055126124,2.611634188755391,0.031431833487877495,0.6819492292053544,1.110371892581415,0.11386849315596302,14.791890803047872,0.27445682326144644,0.11276873559249113,0.2842845955123123,0.15266196116075822,1.1023375054285423,1.080026213912885,12.192775362499717
v29_4-cmaes-real-it03-cand06,3,2,31687.273500000003,28907.5,14016.5,14184.5,11.4253,57.1265,1.3198929875254508,2.6583761561484778,0.02772918092602356,0.6698423916052898,1.1167359909464725,0.14093043160834595,15.093397309256034,0.2864518851895206,0.11640486760336775,0.4172835320281806,0.14956624732624846,1.0606347207341087,1.1125137919298949,11.517546786847936
v29_4-cmaes-real-it03-cand01,3,3,31652.8285,28833.5,13942.5,14367.5,10.834299999999999,54.171499999999995,1.0827231437575584,2.6350824450524524,0.036744025419500816,0.6375712023722051,0.9574902566245505,0.09900541728397808,15.190763806580895,0.30106095147569606,0.09573310668883038,0.3392962092504458,0.14522787342141202,1.0803688202873256,1.1436706774228134,12.184215141030474
v29_4-cmaes-real-it03-cand10,3,4,31596.555750000003,28804.5,13913.5,14254.5,11.76885,58.84425,1.1711001588243735,2.9567192858818396,0.035765445906914065,0.6708977477335397,0.9761525033483425,0.17507557355133085,15.278732465079173,0.3064001387213749,0.10292443087754728,0.42853361809741697,0.13344782478755782,1.04723428026769,1.176468380388742,13.363446773017424
v29_4-cmaes-real-it03-cand02,3,5,31560.568499999998,28752.0,13861.0,14324.0,11.2463,56.2315,1.2585937501351983,2.8193590594519393,0.028764157198629042,0.6933605697135403,0.9381337091339477,0.10676650940859336,14.471066135842243,0.37970821575111696,0.11980736938941075,0.46270210198314143,0.14400472577703766,1.0664652922411564,1.0696760082177297,11.148812957431346
v29_4-cmaes-real-it03-cand05,3,6,31560.40675,28775.5,13884.5,14221.5,11.87865,59.39325,1.2667245156481348,2.61846948105903,0.03127630973491891,0.7013380311692091,0.9912529384617103,0.1309336044661672,15.119382811169833,0.3184034938571229,0.09643537239044228,0.4054152348876915,0.1394184812176375,1.0679204023678388,1.1786131914773215,13.381957971248971
v29_4-cmaes-real-it03-cand00,3,7,31554.80675,28769.5,13878.5,14223.5,11.87865,59.39325,1.2616141831587868,2.6339129852065106,0.04693383993403395,0.6741903934738507,0.9482527145077049,0.14639380478302338,14.947201859224538,0.28899321218217733,0.08857714764732219,0.34105521007067535,0.1317414975489875,1.0355366134504562,1.1524906065858236,12.66099532823468
v29_4-cmaes-real-it03-cand08,3,8,31552.00675,28766.5,13875.5,14224.5,11.87865,59.39325,1.3616446366955912,2.9348168471528244,0.044812007038549456,0.6918313586128116,0.9699923629586399,0.12087744505961778,15.132090081939584,0.3571255024185199,0.1187920555021958,0.4133599519226344,0.1301945880659541,1.0350342902280514,1.186767010934106,12.881735567416607
v29_4-cmaes-real-it03-cand04,3,9,31504.83525,28718.5,13827.5,14227.5,11.83295,59.16475,1.3348635328388583,2.7284183559936803,0.03671360709979867,0.698419935245755,1.0742179503388083,0.12143512932222988,15.849247911535835,0.26870951408337546,0.11595784085110912,0.36267013349219007,0.14242710229875966,1.0756425103236158,1.110421548490821,12.796349721074488
v29_4-cmaes-real-it03-cand03,3,10,31494.60675,28714.5,13823.5,14197.5,11.87865,59.39325,1.285977461632027,2.6149044234933205,0.04843634043488039,0.6769826838322555,1.0216328650818298,0.11954333513150461,14.78233476159976,0.28236542418241156,0.10735540789118116,0.39032710682840566,0.15661756094762072,1.055972620153272,1.1429318593734132,12.360930231250164
v29_4-cmaes-real-it03-cand07,3,11,31393.39275,28614.5,13755.5,14197.5,12.12145,60.60724999999999,1.3288697313356248,2.9227251271682824,0.03156243526412903,0.6207169569265575,0.965925189389829,0.10143192991105623,15.097190904808945,0.33269948727316206,0.11689094070150455,0.43355908525699094,0.12681268727238998,1.0379557589676356,1.1627663769226328,11.797916981343487
v29_4-cmaes-real-it03-cand09,3,12,31358.7805,28577.0,13686.0,14185.0,11.0439,55.219500000000004,1.3387343197691033,2.7492528241000014,0.031977248736652426,0.6460967954960875,0.927182892795771,0.1011920002810154,15.078407791485999,0.3961762449312225,0.14439302534955142,0.33771952765925933,0.17804265534065222,1.0599656232723904,1.1876415679516248,13.391642011382427
v29_4-cmaes-real-it04-cand04,4,1,31733.4735,28951.5,14060.5,14195.5,11.4253,57.1265,1.2302199527770297,2.585296817006668,0.028307253107543187,0.6621106115417186,1.0523162093024223,0.1562565979824632,15.089555598332929,0.31214560803334673,0.12410202701671154,0.3111811863957119,0.13767897940491916,1.0370212875928277,1.1007599714225254,11.991407413044142
v29_4-cmaes-real-it04-cand06,4,2,31722.676249999997,28903.0,14012.0,14373.0,10.98475,54.92375,1.1013552702718694,2.62813954032449,0.03181360594026546,0.6504978362486072,0.9502689466061864,0.17062328957125594,14.994400166188907,0.28764412800315176,0.09619495650672923,0.2995167661528942,0.1537587370680337,1.0768581911610005,1.1158388037395326,12.881883137673677
v29_4-cmaes-real-it04-cand03,4,3,31720.273500000003,28936.5,14077.5,14204.5,11.4253,57.1265,1.2396247913607148,2.7382987931183695,0.02739922028729351,0.7122841796633264,0.8988598862173012,0.11689548665498078,14.94639366017,0.3381059303467211,0.12558629990647652,0.354607060703402,0.15068470105523218,1.0323888725754706,1.1428263180520402,12.746100048852279
v29_4-cmaes-real-it04-cand09,4,4,31649.09875,28858.5,13967.5,14244.5,11.66025,58.301249999999996,1.252443694227832,2.660045071490198,0.0278093484269839,0.6938062354935386,0.9510674025742147,0.10442271293848653,15.422079893499582,0.3889469503379762,0.12125844589578649,0.26945913783777087,0.13218012675919813,1.0359833750585887,1.1295318847892966,13.989878191133002
v29_4-cmaes-real-it04-cand00,4,5,31567.75575,28778.5,13887.5,14240.5,11.76885,58.84425,1.1794950551462309,2.832239089351368,0.03083089072834744,0.6891716492428565,1.0166906055975278,0.12451418723057037,14.60771581338712,0.291525884931499,0.09684987105737153,0.28250164072411915,0.13945495776312877,1.0593035787374627,1.1786971840252929,13.157858730502452
v29_4-cmaes-real-it04-cand02,4,6,31527.3435,28740.5,13849.5,14232.5,11.9313,59.6565,1.2570939474928242,2.7475622545478093,0.03137959247698506,0.682384671034924,1.064959320551817,0.11015039181814443,15.383899348173067,0.3023824318178961,0.09321711521473162,0.27878405143131835,0.10284453782056835,1.0806447899861156,1.1494488717268905,12.595690495342318
v29_4-cmaes-real-it04-cand11,4,7,31521.07475,28737.5,13846.5,14225.5,12.305050000000001,61.52525000000001,1.3787600565135725,2.449701657243828,0.029400566113779593,0.6325174565060416,1.0128731861260454,0.15545982875068654,14.988078541721535,0.2887899248900125,0.11184052793970953,0.4539481475974891,0.1102953583497354,1.0799287738246341,1.1211123571819617,12.235046145535517
v29_4-cmaes-real-it04-cand07,4,8,31518.2525,28734.5,13843.5,14201.5,11.3095,56.5475,1.1427021551821388,2.89229711326574,0.03544810415055681,0.6814545207224938,1.0898659461670839,0.13552992655901674,14.28085736784948,0.3059980241332174,0.11015728053510894,0.37563406768846963,0.13993349799855842,1.1098799651335436,1.1175104801090492,12.752972576077765
v29_4-cmaes-real-it04-cand08,4,9,31502.102,28719.0,13828.0,14195.0,11.1796,55.898,1.1903607503088334,2.632319462142312,0.03845481757117397,0.6692198246076143,1.0495219271172964,0.14681052275025852,15.148144065888543,0.3033428906444535,0.09582486638313503,0.3636425133413182,0.14292805426455732,1.1155107826195934,1.2373154719458461,12.68020455372556
v29_4-cmaes-real-it04-cand10,4,10,31492.696249999997,28704.5,13909.5,14230.5,11.58075,57.90375,1.1403925305676637,2.8029368082409793,0.02078877067830615,0.693530000099153,1.1242233339275804,0.11958728324945297,15.084186008957458,0.2845906787668509,0.1286672076380745,0.3675090391564988,0.12602184223317928,1.0503253650489743,1.1459281283029357,12.433488331566139
v29_4-cmaes-real-it04-cand05,4,11,31492.60675,28712.5,13821.5,14197.5,11.87865,59.39325,1.3243251865523418,2.5903031683919675,0.03720311624513191,0.670942772558462,1.0697128209733429,0.11267353929400023,15.291976209763838,0.2947043600988921,0.11043721536703842,0.3925878693262993,0.13635290404205758,1.0625981736805314,1.1349806765213866,11.93441663249551
v29_4-cmaes-real-it04-cand01,4,12,31256.919250000003,28478.5,13619.5,14194.5,12.09615,60.48075,1.4710075738914599,2.8398810241823917,0.022913729001364944,0.6748606958552678,0.9556130009157154,0.13425027819620808,14.649256356681981,0.3002062800075679,0.09911296776415458,0.26407508477262953,0.15557570003348575,1.0562089894481588,1.1852990605023872,12.187487820714283
v29_4-cmaes-real-it05-cand05,5,1,31745.8735,28962.5,14071.5,14202.5,11.4253,57.1265,1.2539525170757522,2.372784331267678,0.029558647197814907,0.7304658349354964,1.1053494175049758,0.13826455762688583,14.718382985325203,0.31599919425801953,0.11269901070065227,0.31041662369690354,0.13472030662280907,1.0838961494980281,1.13860620931763,12.36513911224081
v29_4-cmaes-real-it05-cand04,5,2,31635.993000000002,28826.5,13999.5,14324.5,11.0814,55.407000000000004,1.1823928545462878,2.999497615898265,0.023828848604979178,0.6663850332046604,1.1147174641571764,0.14201296894206195,14.647074185175157,0.2967824327106382,0.12841494052528454,0.32073355225065053,0.1429872066464112,1.0569359447370712,1.1651255645897338,12.531721467604115
v29_4-cmaes-real-it05-cand11,5,3,31620.8915,28803.5,13912.5,14364.5,11.101700000000001,55.508500000000005,1.0694206509700381,2.6366439311098513,0.031131435156910664,0.6662773879724548,1.1222168852440857,0.09206358828872105,15.25981991064528,0.2796996105417096,0.09443425199263417,0.3778636924558064,0.14752086506921136,1.0748465810570296,1.137097829357364,12.340390317183186
v29_4-cmaes-real-it05-cand07,5,4,31618.655000000002,28814.0,13923.0,14306.0,11.309,56.544999999999995,1.1563389543140008,2.7643340414650264,0.02949076625678541,0.6799356593773787,0.9015410157498782,0.12915117827454148,15.270846928148362,0.3403547402735244,0.12143991802139048,0.2599807511438262,0.12929085550015715,1.0704520153527144,1.1200737492684656,12.223065425985052
v29_4-cmaes-real-it05-cand10,5,5,31603.21025,28808.0,13917.0,14277.0,12.037949999999999,60.18974999999999,1.3065355302029107,2.6674424278689766,0.027856576137910455,0.6897815575179327,0.9279896642076301,0.12021753550302375,14.678643578246078,0.3145070249266113,0.11355874355507536,0.4237115663677308,0.12057939287346411,1.028118998794796,1.091312461078152,13.129114192963845
v29_4-cmaes-real-it05-cand06,5,6,31588.29625,28800.5,13909.5,14228.5,11.58075,57.90375,1.1372682671863066,2.8280098309425097,0.033772080243127986,0.645951736488158,1.0152030566263353,0.150651394869796,14.915703737932002,0.30075221377063477,0.12849901694796023,0.4047523822710694,0.11621003976914375,1.069453196710604,1.2288791313550882,12.610265357754907
v29_4-cmaes-real-it05-cand08,5,7,31570.037249999998,28781.0,13922.0,14239.0,11.75255,58.76275,1.4285683420572406,2.7384135291771554,0.025922563202393868,0.700388439239676,1.0087382131006817,0.14695580844370054,15.312407486232004,0.2741158337938369,0.09760162969849173,0.3368640148541522,0.14810302591112798,1.0525601140902088,1.122812066817977,12.33794276549607
v29_4-cmaes-real-it05-cand03,5,8,31541.6035,28758.0,13867.0,14199.0,11.2393,56.1965,1.2126372150298954,2.824698584817261,0.028046321782230783,0.699727605654606,0.9863943780719454,0.14053097961865876,14.596994023848639,0.31071525346068324,0.1433093055604691,0.27667872441559205,0.1322435164579767,1.0894938484201944,1.154120513839654,12.225594607745748
v29_4-cmaes-real-it05-cand09,5,9,31497.764750000002,28717.5,13826.5,14199.5,11.92705,59.63525,1.296180607610873,2.781022766498777,0.028640834569740852,0.6375819644501564,0.9958327262802094,0.14832663852740643,14.627085693347839,0.31829691743639305,0.12227743099748997,0.3590080393117306,0.1505095751547705,1.0648463156142403,1.0968806692599768,12.467228688406017
v29_4-cmaes-real-it05-cand01,5,10,31494.764750000002,28714.5,13823.5,14199.5,11.92705,59.63525,1.3290899783815036,2.636934968206008,0.03577625400009063,0.6517682565257418,1.029297096020621,0.12791130716478336,14.872834958190271,0.31995106326102773,0.11855154011400719,0.32155290659197366,0.1621281417552454,1.0754491977766805,1.1440799061473257,12.793833953328125
v29_4-cmaes-real-it05-cand00,5,11,31489.206749999998,28706.5,13847.5,14210.5,11.87865,59.39325,1.3277666536695172,2.5944906152724614,0.026478854617302164,0.6809949997073647,1.0868680986653096,0.07093712048035296,14.929409990401712,0.36263702317803553,0.0976556872125393,0.4037274950049846,0.1177007587757711,1.055606198147804,1.1778226077929501,12.090992266243218
v29_4-cmaes-real-it05-cand02,5,12,31484.469,28696.0,13805.0,14225.0,11.3062,56.531000000000006,1.2230062914233304,2.542307229829666,0.03322040835599875,0.6585942182249525,0.9836374918391749,0.08998794454145062,14.966472688615587,0.3190153472406939,0.10534756493447675,0.41168475833587953,0.10212566355127356,1.0454495992833732,1.0962739602541507,10.707471073910227
v29_4-cmaes-real-it06-cand05,6,1,31764.4735,28979.5,14088.5,14210.5,11.4253,57.1265,1.2440790129777364,2.788030174995537,0.03316571963255177,0.6789262239329049,1.1067861096705467,0.15726870944752588,15.018553547456605,0.3148179937368852,0.12649516776503497,0.2637134913307819,0.14400941862597055,1.074774458482653,1.2072645814359522,12.918251177680377
v29_4-cmaes-real-it06-cand10,6,2,31735.8135,28950.5,14059.5,14211.5,11.397300000000001,56.98650000000001,1.245627401211536,2.5777753172449844,0.028728664390060568,0.6595581394309467,1.072331802279356,0.08223909557973283,14.660287973810206,0.2945923852906199,0.10380913587442984,0.3475416445576095,0.13625994026646507,1.0662653307542977,1.0938765715762848,11.708479232364049
