candidate_id,iteration,rank,objective,total,tomatoes_total,min_day_total,avg_inventory,inventory_penalty,EMERALDS.REFERENCE_WEIGHT,EMERALDS.MID_WEIGHT,EMERALDS.INVENTORY_SKEW,EMERALDS.SOFT_LIMIT_RATIO,TOMATOES.INVENTORY_SKEW,TOMATOES.BASE_TAKE_EDGE,TOMATOES.BASE_QUOTE_EDGE,TOMATOES.SOFT_LIMIT_RATIO,TOMATOES.GAMMA_RANGE,TOMATOES.RESERVATION_SCALE,TOMATOES.SPREAD_INV_COEF,TOMATOES.SPREAD_TIME_COEF,TOMATOES.ALPHA_EDGE_SCALE,TOMATOES.ALPHA_IMBALANCE_SCALE,TOMATOES.RANGE_RESERVATION_BIAS,TOMATOES.REGRESSION_HORIZON
55717-cmaes-overall-it02-cand01,2,4,-1368597.737,-1244091.5,15940.5,-622225.0,12.247399999999999,61.236999999999995,0.7797638119862542,0.18072891636217372,0.1110336492626737,0.2473854324585258,0.0034873940520172876,0.8017523757423343,2.7356914313817615,0.604837390124833,0.696565039282798,0.021897170058752753,1.183646677545367,1.7451368138454935,1.3388837780702652,0.5551375127050545,0.27373938352718746,0.44782311953978116
55717-cmaes-overall-it02-cand05,2,5,-1368714.03775,-1244166.5,15977.5,-622435.0,12.10755,60.53775,0.7989167142098944,0.20766898812053428,0.12952936788048233,0.252250191493412,0.004110187579931705,0.8504882063040157,2.6440235588643564,0.5522144298309103,0.6383273162964308,0.017072144473483587,1.0897386438758663,1.4759291267874437,1.4316951608692106,0.6510905442059679,0.2789111496408072,0.46385924561829156
55717-cmaes-overall-it02-cand07,2,6,-1368735.0185,-1244185.5,15846.5,-622446.0,12.0637,60.3185,0.8131650921825184,0.17056829410716662,0.12555035688703936,0.2648102629414993,0.005901008889709398,0.8615292862238236,2.747888410047982,0.5835224682997733,0.7042459494100937,0.027340660259916404,1.1125278429368057,1.766329735153304,1.3297815825148314,0.6892426356515869,0.23787524582892466,0.5554007792128877
55717-cmaes-overall-it02-cand00,2,7,-1368850.32425,-1244264.0,15880.0,-622626.0,12.22485,61.12425,0.8131429280969424,0.21930285556973747,0.1352253683862848,0.2504301390669662,0.0037340182693018534,0.8130951444965775,2.793725643889695,0.5399945887353321,0.6744330294208285,0.016501834619138477,1.0635097160891294,1.8569647225591097,1.3931301275523162,0.8736176898663238,0.2921562940333161,0.33170535201049633
55717-cmaes-overall-it02-cand03,2,8,-1369050.49375,-1244466.0,15678.0,-622626.0,11.85875,59.29375,0.8133161604062648,0.22199817402128852,0.11361725042675279,0.24624169517653283,0.007251438266588429,0.8102350151499261,2.606441646128164,0.5431741891817394,0.6491565676373177,0.01670262577204097,1.083194276588974,1.7089442867061386,1.4688941287807462,0.5660470551698012,0.25135278548181894,0.36631219865088827
55717-cmaes-overall-it03-cand01,3,1,-1368321.446,-1243792.0,16240.0,-622345.0,12.0892,60.446,0.7940606339516924,0.18271230523150875,0.13428784308575553,0.2565026196411682,0.005144591943296202,0.7914904467931747,2.6207901283753823,0.5612057448224278,0.6705171987216935,0.029095232441261103,1.1881428348585799,1.646770787908403,1.4674953867659855,0.6031329352432536,0.22358478104421348,0.40513307119615893
55717-cmaes-overall-it03-cand04,3,2,-1368436.78225,-1243919.0,16113.0,-622281.0,12.31645,61.58225,0.7949044147076832,0.19185133697213252,0.12392919751136405,0.2502904695206778,0.0059474230701735305,0.8121057708430967,2.7475966636786913,0.5929725503949845,0.6073753100495443,0.015442976127112467,1.0828861899776165,1.6985265175684519,1.3803484576198435,0.6175934915101918,0.25346312403355925,0.4182880137992437
55717-cmaes-overall-it03-cand00,3,3,-1368450.87775,-1243914.5,16117.5,-622372.0,12.39555,61.97775,0.8096226215765593,0.18454156080089198,0.11224254558750317,0.22409122462293862,0.004962539569446233,0.7137235974655156,2.7734478232860917,0.5530213065285708,0.67790570278357,0.016649218703986404,0.9838167867296972,1.765578836165203,1.4104477945770875,0.5761983927481519,0.2757229385025348,0.6063017155060612
55717-cmaes-overall-it03-cand02,3,4,-1368512.11725,-1243966.0,16066.0,-622427.0,12.143450000000001,60.71725000000001,0.8053795032064516,0.18729223328446745,0.13426404951322068,0.2539963953032839,0.004644083227866436,0.9425672054317152,2.731004155881831,0.5650701318165763,0.6744727833349743,0.026986543790106413,0.9662059686425873,1.6067665920350622,1.4585617524814178,0.6549575979508565,0.27501401064541753,0.7058124239101825
55717-cmaes-overall-it03-cand07,3,5,-1368697.99875,-1244139.5,15892.5,-622479.0,12.53975,62.69875,0.8103743571210495,0.16237216954149433,0.12560637942461317,0.24291996485733763,0.0052906675072622745,0.8109428079903227,2.699858912914363,0.5431067544559697,0.6502901957958442,0.017663469455146318,1.0672270703002964,1.6391062271282726,1.419013882052274,0.62606870895568,0.2756740454766507,0.4724415012765451
55717-cmaes-overall-it03-cand05,3,6,-1368707.0162499999,-1244183.5,15848.5,-622306.0,12.463249999999999,62.31625,0.8143424925484278,0.14523198172793392,0.11149799150219106,0.25564015010976265,0.004202881543756183,0.8508525085687427,2.8176323873298283,0.5791215246871559,0.6415542871053184,0.019291855516659268,0.9906431276661591,1.6299403194487445,1.3928763309733305,0.5761167753049772,0.27232854962932074,0.3724640291895191
55717-cmaes-overall-it03-cand06,3,7,-1368732.7552500002,-1244213.5,15930.5,-622293.0,12.131049999999998,60.655249999999995,0.8432270474528188,0.16457107336285606,0.12920803400428343,0.2608860082953659,0.0034894661796461487,0.8233487622902513,2.775612541127781,0.5596568492075193,0.6360569816610339,0.014697263329685014,1.1496972370420524,1.7362272710746913,1.3747391533572102,0.651859240517103,0.28211557880488414,0.5759233660961657
55717-cmaes-overall-it03-cand03,3,8,-1368998.427,-1244395.0,15749.0,-622696.0,12.8454,64.227,0.8296542218841938,0.19847079079701435,0.11948560768437985,0.27013067945187946,0.004942876359163463,0.8469460109176286,2.833119209326023,0.5846194475609456,0.6523563452758353,0.022578037067611766,1.0874078111137448,1.695953744988706,1.3822228188657921,0.7587770401768306,0.2732100608719166,0.5656556495487568
55717-cmaes-overall-it04-cand00,4,1,-1368202.4000000001,-1243691.0,16341.0,-622244.0,12.52,62.599999999999994,0.7853345088999836,0.18506248708007816,0.11980016576622846,0.24624464651533867,0.00466369900399233,0.81262529241717,2.678389790922222,0.5641624649109686,0.6130588348411486,0.026141781578700434,1.1622774137953744,1.5914553888403213,1.3830581747487087,0.6036744380935347,0.2617292568809065,0.45325096715850133
55717-cmaes-overall-it04-cand03,4,2,-1368473.3215,-1243944.5,16087.5,-622313.0,13.244299999999999,66.22149999999999,0.78829361351206,0.16860228881273032,0.11180700440978446,0.23193210711240722,0.0035999344097608016,0.8226030908446179,2.7459568614198258,0.5864990244075592,0.7387556739688417,0.011296470374675124,1.0930367756636128,1.7651658660309943,1.3903226642164408,0.640308840181089,0.24985869338465433,0.433073042957062
55717-cmaes-overall-it04-cand07,4,3,-1368507.4675,-1243983.5,16160.5,-622308.0,12.473500000000001,62.36750000000001,0.811386809291315,0.19443289419697907,0.12501618692963037,0.2380360256170428,0.003984993548725694,0.7335228108866712,2.6989666384258975,0.569926046963179,0.597419238263844,0.019026386444884972,1.1572289861568614,1.7414408129816032,1.4121777106821511,0.6290574572077627,0.24892919745631084,0.33674966333890366
55717-cmaes-overall-it04-cand02,4,4,-1368525.554,-1244033.5,15998.5,-622156.0,12.1708,60.854,0.8022268851234033,0.18729465413531549,0.13395632721011885,0.2532216896365406,0.004465632835105924,0.8301962747060603,2.7846555327017852,0.5236617893066866,0.6291395419221768,0.016728931159667934,1.0087676956144855,1.8297132975588968,1.4438031678440708,0.6224465837459354,0.24602897116938302,0.39622850667255527
55717-cmaes-overall-it04-cand01,4,5,-1368572.3257499998,-1244025.5,16006.5,-622416.0,12.72515,63.62575,0.8053208183022066,0.1882513232188334,0.13607780057279895,0.24921514637468156,0.0023333054218958467,0.8149215546658913,2.843955212545845,0.5634390569411831,0.6427707093529065,0.018160025933137616,1.10453343625084,1.6219825411454483,1.4211750920722064,0.5823931150826633,0.2890102287848423,0.4836695640333393
55717-cmaes-overall-it04-cand06,4,6,-1368601.7345,-1244055.5,15976.5,-622426.0,12.206900000000001,61.03450000000001,0.8081096028720037,0.17954198225336732,0.113408214238143,0.24261399320073412,0.00652486111191019,0.7918644872273293,2.8113822409349325,0.5584288089374744,0.645489895097144,0.011915274537025561,1.1490547304504268,1.7253078879762984,1.4203968385301362,0.5297330137940416,0.2092343416004227,0.4229088356477872
55717-cmaes-overall-it04-cand04,4,7,-1368614.4819999998,-1244051.5,15980.5,-622517.0,11.9164,59.581999999999994,0.8110386324987038,0.1707592951491975,0.10852414680904562,0.25014281413584855,0.0037569096412415964,0.7371600399640014,2.7345426048354105,0.6087519800227328,0.6235474450286759,0.025858415630094108,1.0955580991901468,1.6941632775335012,1.4350620469686768,0.6499588286426317,0.2654717657528014,0.6123907711694548
55717-cmaes-overall-it04-cand05,4,8,-1368804.00675,-1244284.0,15748.0,-622300.0,12.001349999999999,60.00675,0.813668353849332,0.17681680536989244,0.12202569639575879,0.26389742049872655,0.006241187752214915,0.7677857374452257,2.664793256424957,0.5787998919671954,0.5780984225375914,0.02462115150965904,1.124701624020709,1.7649647753128108,1.3754486534510622,0.5867986143148342,0.29226875587780154,0.38514811184640335
