session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2
749,-2,14822.5,7676.0,7146.5,1.489965297616653,0.9923010138584666,0.758634302240343,0.997192799413972,0.73133099537631,0.977077506719457
750,-2,15443.0,7568.0,7875.0,1.5252383324958834,0.9934830823995193,0.7125045745830457,0.9861098979648494,0.8127337579128375,0.9911747819135734
751,-2,14822.0,7750.0,7072.0,1.514455191068052,0.9946617266160007,0.7899602555676025,0.9965375593414287,0.7244949355004493,0.982138811116821
752,-2,14822.75,6702.0,8120.75,1.503249710417497,0.9965419383261458,0.6891481481074815,0.9976429858597665,0.8141015623100156,0.9920231474958957
753,-2,15049.0,7795.0,7254.0,1.5626674673681746,0.9970137835715638,0.77700699072007,0.9979199706318257,0.7856604766481048,0.9931377857788122
754,-2,17208.5,8300.0,8908.5,1.7471099571485995,0.9929200418125841,0.8437334394253344,0.9960967082708441,0.9033765177232652,0.9838833972009609
755,-2,14640.0,7579.0,7061.0,1.4826677949576779,0.996747479839574,0.7600614212266142,0.9936193350735943,0.7226063737310637,0.986356190023968
756,-2,16423.0,8007.0,8416.0,1.6146070435920705,0.9986614455657727,0.7872675118506751,0.9968264880286439,0.8273395317413953,0.997484818358768
757,-2,16170.0,7400.0,8770.0,1.6553248417072484,0.9960461161958377,0.7543652037856521,0.9959295991260615,0.9009596379215964,0.9930802786906701
758,-2,13541.0,6854.0,6687.0,1.2727765786427658,0.9853698333114344,0.6489238388012384,0.9851371739216691,0.6238527398415274,0.9748907600280295
759,-2,15941.0,7793.0,8148.0,1.524630296214303,0.9936429007008937,0.7723420257434203,0.9961729152748613,0.7522882704708828,0.9862212496847524
760,-2,15105.5,7095.0,8010.5,1.5781477884839779,0.9943379972682571,0.743234093962341,0.9925930745793689,0.834913694521637,0.9934753282080172
761,-2,16788.25,7469.0,9319.25,1.7507034816935347,0.9981624945389481,0.8030162527401625,0.9973914727282848,0.9476872289533723,0.9949544524561921
762,-2,15126.75,7868.0,7258.75,1.6104890486213905,0.9933418093380312,0.8095474805774748,0.9963739530008795,0.8009415680439157,0.9732640535507076
763,-2,15772.5,7521.0,8251.5,1.605649990913,0.9955319410797263,0.732402808660028,0.9979530109586667,0.8732471822529718,0.9848904917429585
764,-2,14774.75,7166.0,7608.75,1.4714714395602144,0.9992328918931392,0.6986079109580791,0.9968051366106144,0.7728635286021353,0.9968929038340337
765,-2,14113.75,7322.0,6791.75,1.3791363606033635,0.9972787399378252,0.741950495373505,0.9943732177196717,0.6371858652298587,0.9944098553737645
766,-2,17490.0,9521.0,7969.0,1.7666163872016638,0.9989166560834767,0.9647820460198204,0.9968647089436158,0.8018343411818434,0.9980681144723679
767,-2,16098.0,7352.0,8746.0,1.6776627450261274,0.994672801368349,0.7636519375125194,0.9980690367938287,0.9140108075136081,0.9811959423804791
768,-2,16911.0,8918.0,7993.0,1.7271551692040517,0.9978060152335309,0.879997505289975,0.997564948230756,0.8471576639140767,0.9897974173010321
769,-2,15596.5,7477.0,8119.5,1.60819401525194,0.9987767896353019,0.7307752744677527,0.996999136996174,0.8774187407841874,0.9960110260306442
770,-2,14519.0,7501.0,7018.0,1.411779300082293,0.9987697224150144,0.7418430273504303,0.9954780356715522,0.6699362727318627,0.9947406774003033
771,-2,15590.0,8040.0,7550.0,1.5093195529801955,0.9983149144292937,0.817098605404986,0.9966818038390929,0.6922209475752095,0.9904012894071417
772,-2,16401.0,7479.0,8922.0,1.650979696436297,0.9983757976587739,0.7480223171802232,0.997804141081779,0.9029573792560738,0.9974300253412243
773,-2,14965.5,7029.0,7936.5,1.493241102050911,0.9933943103696764,0.6747852798578527,0.9917347597402014,0.8184558221930582,0.9916198353161652
774,-2,14816.5,7327.0,7489.5,1.5025547582790475,0.9963094902149848,0.747104302651043,0.9964640778818965,0.7554504556280045,0.9915988558222983
775,-2,15627.0,7814.0,7813.0,1.5314393578028935,0.9958903003101661,0.7799945106359452,0.9865376925170395,0.7514448471669485,0.9888371313712678
776,-2,15727.0,7657.0,8070.0,1.5217374526318745,0.991012870435858,0.7680634184886341,0.9957352206239211,0.7536740341432403,0.9798292437798221
777,-2,15933.75,8155.0,7778.75,1.5817865281398653,0.9960523436385712,0.8371922572999225,0.9977319614321605,0.7445942708399427,0.9862272530000619
778,-2,16513.0,8611.0,7902.0,1.7088128194726282,0.9932490418721349,0.8670316682943167,0.9952676119659124,0.8417811511783115,0.9841570052432258
779,-2,16081.5,6982.0,9099.5,1.6149949402074495,0.9949030900350523,0.6836679096926791,0.9927950368921532,0.9313270305147703,0.9940626287278974
780,-2,15371.75,8163.0,7208.75,1.5206437700349378,0.9983016944366476,0.8193939169719392,0.9960922885199949,0.7012498530629986,0.9945946404760548
781,-2,16495.0,8925.0,7570.0,1.6729028403565285,0.9991269789992394,0.9131694100136941,0.9965162663677365,0.7597334303428342,0.9963876878712752
782,-2,14067.25,7734.0,6333.25,1.3855294427172944,0.9948941753684649,0.7744049169820492,0.9950990821262753,0.6111245257352452,0.9918853745297647
783,-2,15845.0,7032.0,8813.0,1.5782181313596813,0.9970843744419201,0.7043195795991958,0.9926567210182817,0.8738985517604855,0.9979802006952447
784,-2,15268.75,7783.0,7485.75,1.53099300085743,0.9976501835017135,0.7910527843645279,0.9976497585454938,0.7399402164929022,0.9890265380492713
785,-2,16059.5,8111.0,7948.5,1.60747701374477,0.9968620158322257,0.8067767065957671,0.9953227419945244,0.8007003071490031,0.9952721429210298
786,-2,15140.0,7253.0,7887.0,1.494407800777078,0.9987011294486388,0.6728975412809755,0.9930478441986831,0.8215102594961026,0.994533396549977
787,-2,16857.75,7555.0,9302.75,1.6383339324678394,0.9971158457743534,0.7389923124579231,0.9954775640701355,0.8993416200099162,0.9974392938765164
788,-2,15930.0,7897.0,8033.0,1.6088550568075506,0.996570654499794,0.807809704100097,0.9965461071242628,0.8010453527074535,0.9928724614862677
789,-2,15259.5,6250.0,9009.5,1.4735006467460066,0.9969630127732396,0.6030481508704815,0.9953902136786894,0.870452495875525,0.9961287883639873
790,-2,15706.0,7305.0,8401.0,1.575013906626139,0.9991283783021543,0.7317159738151597,0.9957901837966227,0.8432979328109793,0.9978247973599813
791,-2,15486.0,7602.0,7884.0,1.586453114564031,0.9895356412639008,0.7201880455098805,0.9904559509029852,0.8662650690541507,0.981798485857596
792,-2,16061.0,9218.0,6843.0,1.6152130187611302,0.9982690945846832,0.9212899576708996,0.9979144621595785,0.6939230610902306,0.9970838457966469
793,-2,15315.25,8860.0,6455.25,1.5083958730469587,0.9983484064714391,0.9188338466243384,0.9973010542679376,0.5895620264226202,0.9836477166264651
794,-2,16375.0,7875.0,8500.0,1.6074781795987818,0.9982845243094135,0.7609140223511403,0.9892740996998978,0.8465641572476416,0.991794131506637
795,-2,16796.0,7771.0,9025.0,1.7294033358815333,0.9989267385831861,0.8065645136896451,0.998486833997072,0.9228388221918882,0.9981928509698216
796,-2,16407.5,7854.0,8553.5,1.6775601912566018,0.9964285995013571,0.7682522412145224,0.9939058661409972,0.9093079500420795,0.995174761860532
797,-2,16018.0,8178.0,7840.0,1.580786815806868,0.9971634359096233,0.8438091516860915,0.9954881783428807,0.7369776641207766,0.9899505482163584
798,-2,14626.25,7801.0,6825.25,1.395128307676283,0.9911382682976582,0.7532312111483122,0.9941322636828172,0.641897096527971,0.9777805517251185
799,-2,15377.5,8282.0,7095.5,1.5381101182966013,0.9991487825538101,0.807202108586021,0.9973467308449356,0.7309080097105801,0.9986733968947975
800,-2,14142.75,6791.0,7351.75,1.4367370472748704,0.9955096775310401,0.6885969290739693,0.9922338711221546,0.7481401182009012,0.9938533300583846
801,-2,16496.0,8152.0,8344.0,1.6281161714341617,0.9963563731654235,0.8113650442996504,0.998545829987611,0.8167511271345113,0.9881565169888191
802,-2,17808.75,8694.0,9114.75,1.820848290067483,0.9968577815829213,0.8733876357458764,0.995384452291011,0.9474606543216065,0.9926985817056477
803,-2,16972.5,7686.0,9286.5,1.688225415448254,0.9988589248700578,0.7619255089672551,0.997657067528531,0.926299906480999,0.9978578224627855
804,-2,15800.75,6810.0,8990.75,1.6165983290989834,0.9965249245615345,0.668789200263892,0.9976479553777636,0.9478091288350913,0.9870449441926135
805,-2,17090.0,7875.0,9215.0,1.6726395334018953,0.9989424663511929,0.77426500236865,0.9967775417998553,0.8983745310332453,0.9983102320908848
806,-2,15837.0,8080.0,7757.0,1.5356333381468334,0.9975268414921111,0.8011960526839605,0.9956742139815475,0.7344372854628729,0.9947833114754403
807,-2,15904.5,7680.0,8224.5,1.541736190342862,0.9967710843328145,0.7361481269994813,0.9928324929639014,0.8055880633433806,0.9948480085343665
808,-2,16530.25,7436.0,9094.25,1.6620323702133237,0.9955333453870976,0.7556122399941224,0.995509409124783,0.9064201302192013,0.9928611007260005
809,-2,14258.75,7765.0,6493.75,1.4285971369679713,0.9978214372300149,0.820878195090782,0.9904630052130138,0.6077189418771894,0.9779815960885068
810,-2,19221.0,8912.0,10309.0,1.9051821643743216,0.9984520567034137,0.9060608396766084,0.9985551124573508,0.9991213246977132,0.9963752688635669
811,-2,14805.5,7360.0,7445.5,1.4320742312057424,0.9959401921043224,0.7227435364834354,0.9958107304375576,0.7093306947223069,0.9881622548226365
812,-2,15740.5,7241.0,8499.5,1.6169754191937542,0.9957259613477855,0.7406331015983311,0.9961557442885808,0.8763423175954231,0.9925704974638506
813,-2,14458.5,6850.0,7608.5,1.4177076362225765,0.9909900737985163,0.6791954901359549,0.991052157236816,0.7385121460866214,0.9866152339079526
814,-2,13983.5,7543.0,6440.5,1.4176840822293408,0.9972739374309196,0.7878432195124322,0.9958375599724875,0.6298408627169086,0.9826483318892707
815,-2,15697.75,8253.0,7444.75,1.595732915275829,0.9978119252705059,0.8121816172298162,0.9970023532807368,0.783551298046013,0.9963036741165011
816,-2,13173.75,5572.0,7601.75,1.2210740525482404,0.9909764807084944,0.5545019576230196,0.9962351331196205,0.666572094925221,0.9798045916896435
817,-2,15870.0,7666.0,8204.0,1.6065272691542727,0.9976186348170443,0.7793274343192743,0.9972844736512985,0.8271998348349984,0.9947227267829455
818,-2,14404.5,7245.0,7159.5,1.4373390857613908,0.9984098356638123,0.703240306038403,0.9982321263210552,0.7340987797229878,0.9929466363462975
819,-2,16660.5,7387.0,9273.5,1.7176959775099598,0.9973955629114953,0.7328352870143529,0.9961519240314242,0.9848606904956069,0.994677161693236
