candidate_id,iteration,rank,objective,total,tomatoes_total,min_day_total,avg_inventory,inventory_penalty,EMERALDS.REFERENCE_WEIGHT,EMERALDS.MID_WEIGHT,EMERALDS.INVENTORY_SKEW,EMERALDS.SOFT_LIMIT_RATIO,TOMATOES.BASE_TAKE_EDGE,TOMATOES.BASE_QUOTE_EDGE,TOMATOES.SOFT_LIMIT_RATIO,TOMATOES.ALPHA_EDGE_SCALE,TOMATOES.RANGE_RESERVATION_BIAS,TOMATOES.ALPHA_BLEND_WEIGHT,TOMATOES.FAIR_ALPHA_WEIGHT,TOMATOES.RANGE_ALPHA_DAMP,TOMATOES.CONFLICT_ALPHA_DAMP,TOMATOES.MOMENTUM_ALPHA_DAMP,TOMATOES.POSITION_ALPHA_DAMP_START,TOMATOES.POSITION_ALPHA_DAMP_END
v39_2-cmaes-overall-it01-cand06,1,4,-1368169.35425,-1243655.0,16057.0,-622253.0,12.75085,63.75425,0.8023645387186304,0.1686542549724195,0.04286061768372231,0.6545705151776358,0.7754427932924799,2.55,0.5682496042629555,1.4270561647028672,0.25055458563952593,0.2756039120904695,0.46684982048482304,0.34445683123241627,0.4946168862924668,0.7112480099596014,14.715113040197057,27.490877187505852
v39_2-cmaes-overall-it01-cand02,1,5,-1368454.737,-1243948.0,15956.0,-622216.0,12.7074,63.537,0.8227069674898653,0.19027495808544348,0.036651558987832164,0.5840253490912652,0.72,2.7303214740425763,0.5841045805180781,1.4324669378243235,0.22293888651465704,0.23324590123743488,0.3837295195304519,0.3325168258634269,0.36093986424370195,0.6421074455775775,14.465713897484502,33.9018416171641
v39_2-cmaes-overall-it01-cand03,1,6,-1368529.06325,-1243950.0,15954.0,-622531.0,14.57265,72.86325,0.8096535047798655,0.202390132823228,0.0280171580855757,0.5688484255958816,0.7987218633510031,2.6043054217779718,0.5787900142908557,1.407468179681217,0.23733558575957683,0.29986476752683366,0.4005648989489368,0.3391893333630237,0.4736216562574783,0.6958517415916783,14.106177511666104,27.778775241651708
v39_2-cmaes-overall-it01-cand04,1,7,-1368658.9072500002,-1244118.0,15722.0,-622383.0,12.86145,64.30725,0.8011462758771686,0.20166955921385954,0.041977862798200774,0.6859619294276319,0.7818259192392687,2.7449498909318906,0.5794312845597164,1.4016816009208048,0.2388328613942598,0.249660673919823,0.4385164309772351,0.3054215031305041,0.49311569694454543,0.7159716046338744,15.218335440594192,28.860624474007192
v39_2-cmaes-overall-it01-cand05,1,8,-1368679.76525,-1244124.0,15780.0,-622447.0,13.27305,66.36525,0.7992734004033402,0.2082976333231504,0.028763866089262104,0.6338652128581552,0.7550907516009059,2.6604577941173004,0.556369081685644,1.379070414053118,0.24542816169511114,0.25372935093937854,0.44443199018838253,0.3314275689215619,0.4568668004866399,0.588435407135969,13.483772853219985,28.480773571001485
v39_2-cmaes-overall-it02-cand04,2,1,-1368032.00175,-1243517.5,16194.5,-622253.0,12.780349999999999,63.90174999999999,0.7902900456778695,0.20064312400241388,0.02700760725852972,0.6745001004283958,0.7750641340669853,2.720550568122722,0.596095228857445,1.4451665431198815,0.24688495579765773,0.24086154825119704,0.4135189280441277,0.3474342744410378,0.5097768862417944,0.7773105441403556,14.701369034074903,30.6224154411005
v39_2-cmaes-overall-it02-cand01,2,2,-1368046.3295,-1243537.0,16239.0,-622216.0,13.2259,66.1295,0.7739647913305208,0.19382933253478588,0.029015824228350875,0.6267094624833813,0.7517103956412994,2.660442853323059,0.5693125008605593,1.4733138475660272,0.2809525438491218,0.283541295533235,0.4470417931524945,0.35475108254321935,0.40268969267082844,0.6309292130140898,14.626714217280043,28.61565879340105
v39_2-cmaes-overall-it02-cand07,2,3,-1368061.039,-1243546.5,16165.5,-622255.0,12.707799999999999,63.538999999999994,0.8103229674243411,0.18551653421313616,0.03655273293091016,0.6635434089523417,0.7959091811109962,2.7249305239102157,0.5717460258936743,1.446482972875391,0.2831558938932031,0.3,0.42498643440541867,0.3646403321790185,0.39464436695725147,0.7311520690607901,12.388702106364132,30.145071381093135
v39_2-cmaes-overall-it02-cand05,2,4,-1368142.278,-1243639.0,16265.0,-622204.0,12.4956,62.477999999999994,0.7948132314999702,0.21587004792381262,0.03861858996682121,0.6369929641823208,0.7631151637519089,2.713019344174429,0.5510230483159458,1.4070729265302955,0.2642464390539101,0.2644311213706807,0.4179190525562364,0.22913074061272992,0.4847246039180625,0.7026392763738222,14.949445389418782,28.843641565631057
v39_2-cmaes-overall-it02-cand06,2,5,-1368220.94725,-1243693.0,16083.0,-622315.0,12.98945,64.94725,0.8131139203983334,0.18138414173893921,0.03684577551667836,0.6238475173414981,0.7553366360055033,2.706351928884246,0.5656419253346899,1.446962399329916,0.260461222118565,0.24528059685652182,0.39194554238114865,0.32597998103598924,0.4793182854305776,0.6775513117750676,15.608805247150634,29.30084561364376
v39_2-cmaes-overall-it02-cand00,2,6,-1368410.81075,-1243869.5,16034.5,-622395.0,12.46215,62.31075,0.8102988412315246,0.22538816515904136,0.04157588833590238,0.6331455974195903,0.7562266468265197,2.6726794966871625,0.5808914100953768,1.3916907905850688,0.2746037434990588,0.2621723311424113,0.4097849427234244,0.40693332252118436,0.45063741557984505,0.8689439304838138,15.775975607729334,26.96483300063296
v39_2-cmaes-overall-it02-cand02,2,7,-1368426.75725,-1243899.5,15812.5,-622319.0,12.69145,63.45725,0.7944933075337546,0.1807528859482412,0.030070102924106737,0.6554996759757397,0.7796928990867589,2.7025211147469195,0.5674634938911618,1.4365605554325211,0.24290272239259925,0.27663174605008356,0.4059089984599571,0.39056949589350065,0.43681997201742256,0.6547088583445045,12.940241026265234,28.175216054094328
v39_2-cmaes-overall-it02-cand03,2,8,-1368644.35725,-1244091.5,15812.5,-622447.0,12.69145,63.45725,0.8104874091777372,0.22759330950335785,0.030357200427510972,0.6242917426748216,0.8206386190430753,2.6695939729011746,0.5435247548501094,1.3956932195803067,0.26735292396570676,0.2629675919828888,0.41588951468375185,0.3378625691272043,0.5176043427936501,0.6390824101474729,13.229734371583989,27.456832427214433
v39_2-cmaes-overall-it03-cand02,3,1,33477.74,30501.0,16378.0,15187.0,12.132,60.66,0.7959289430816814,0.20388237525828373,0.038926175653567874,0.6477393817728774,0.7749811247507042,2.8152637364795385,0.573761444496468,1.42658432781818,0.2798398749807652,0.3,0.38800138162512765,0.2954446017357724,0.517678842653042,0.7232459795968501,14.549516208166464,32.682215404976844
v39_2-cmaes-overall-it03-cand05,3,2,-1367831.697,-1243355.0,16357.0,-622072.0,12.459399999999999,62.297,0.8059197225743275,0.1689922124904887,0.027795261443686697,0.6512897187835169,0.7667852279195708,2.7132866054837885,0.5923035611561327,1.4444445293190498,0.26846851840733826,0.27673109694390524,0.39575502720028044,0.3054437756583244,0.44519275944094394,0.6535879240550281,14.398253635867345,27.79160027912085
v39_2-cmaes-overall-it03-cand07,3,3,-1367884.3244999999,-1243395.5,16380.5,-622136.0,12.3249,61.6245,0.8014965592145067,0.18321048082114505,0.03469321696712963,0.6238154602713128,0.7869922712114162,2.668911201071044,0.5670950411907161,1.398667497870211,0.2714862483795651,0.26937620174800053,0.4200542817642071,0.30939875033328945,0.4740364306692009,0.6977218441726656,14.586693648382838,29.25838801524714
v39_2-cmaes-overall-it03-cand01,3,4,-1368076.8575000002,-1243580.0,16132.0,-622178.0,12.2515,61.2575,0.7833121338324742,0.2000831960018844,0.03893780894618724,0.6531525620043118,0.7842787270547797,2.647282214073006,0.5501709668727524,1.421672449613042,0.27847345888507924,0.3,0.4584195427149259,0.3127059125740624,0.527537410098756,0.6774574513677999,11.652688619081976,28.27089375560146
v39_2-cmaes-overall-it03-cand03,3,5,-1368199.8390000002,-1243672.5,16167.5,-622319.0,12.707799999999999,63.538999999999994,0.8229872550244988,0.21315530341939298,0.03170061345598182,0.6825877338063795,0.7805315969409913,2.7089429895058883,0.5956183980787043,1.4514327340661908,0.27219997850584626,0.29157372024633943,0.4264574119955309,0.3339277442238555,0.4334362486749583,0.8149733389799507,14.447906063240673,30.625949793565802
v39_2-cmaes-overall-it03-cand06,3,6,-1368228.52825,-1243700.0,16140.0,-622317.0,13.025649999999999,65.12825,0.8381164828049239,0.18503453344562631,0.03645415898530918,0.6626202191692836,0.7535326068789626,2.6827053220793844,0.5833095314122929,1.4197037061553026,0.2665695306782547,0.25597880435075876,0.44622117141052503,0.3513052676847742,0.4251777707915547,0.7205084947892876,14.949522561161203,30.776589336608566
v39_2-cmaes-overall-it03-cand04,3,7,-1368241.44,-1243714.0,16062.0,-622317.0,12.808,64.03999999999999,0.7842526713196453,0.20766428011741384,0.033873199378590776,0.6397349729566654,0.799192362531894,2.670204293882087,0.5773129450881714,1.4620500515910453,0.2566617416729246,0.2593469487981682,0.42502275063899425,0.3350378634562437,0.4313678276749251,0.6902337542753986,13.335630575607796,28.46389231894635
v39_2-cmaes-overall-it03-cand00,3,8,-1368382.24,-1243842.0,16062.0,-622381.0,12.808,64.03999999999999,0.800658621805989,0.2016006149948234,0.028159293180942683,0.5831473672841929,0.7808968667227045,2.560813627769308,0.5828461899578393,1.4112695152957062,0.28102574176111544,0.26479515788287566,0.3935891032422038,0.36397010139926106,0.46458346355301927,0.6536600353318901,14.589447620538229,31.222275644013976
v39_2-cmaes-overall-it04-cand05,4,1,13379.94275,12221.5,15812.5,6109.5,12.69145,63.45725,0.8097618054611547,0.18957347307011801,0.032552532457223116,0.6674063100842442,0.7987098475357711,2.656884860309895,0.5664127235908836,1.4421988813039714,0.2490301358724105,0.293609357035699,0.4207587045792224,0.3536111834457877,0.4291078723065363,0.669046289650169,15.945392239339611,28.37815851037392
v39_2-cmaes-overall-it04-cand03,4,2,-1367809.21325,-1243332.0,16444.0,-622068.0,12.72265,63.61325,0.7820136858337802,0.18098809113718847,0.02710679837246916,0.6075190715822874,0.7514615254317804,2.7281771137472233,0.5818752843408541,1.451282440885704,0.3008087153234718,0.24584162872206275,0.4118573842475768,0.353694146906217,0.4443147639602857,0.7181965113603495,13.895988088087842,29.297346862086005
v39_2-cmaes-overall-it04-cand04,4,3,-1368241.44,-1243714.0,16062.0,-622317.0,12.808,64.03999999999999,0.806886117999766,0.18324248104576726,0.02535730151354877,0.641636958731451,0.754269592412762,2.617054863946908,0.579700742736111,1.4775368338015014,0.26367800144376147,0.2980448325085028,0.41256615468337027,0.3244007986383271,0.49005541568500255,0.7270602203936655,14.650466941549686,32.73661663688694
v39_2-cmaes-overall-it04-cand02,4,4,-1368246.15425,-1243719.0,16057.0,-622317.0,12.75085,63.75425,0.7972501801715908,0.20052437113705285,0.03891059109795252,0.6474052535452504,0.7669476574843835,2.7380523659196894,0.589247807477034,1.3771460659874526,0.26548029066954276,0.2653164895628759,0.38816846374143266,0.3803243083067606,0.4989921631555534,0.7017896685593822,13.710922371493192,28.59067774870214
v39_2-cmaes-overall-it04-cand01,4,5,-1368274.22325,-1243732.0,16172.0,-622381.0,13.20465,66.02325,0.8006334986538072,0.20152423149502674,0.04004116434714153,0.6398989666838786,0.7288033072885373,2.7181869557027114,0.6005450496596668,1.424075922481698,0.2698735096468062,0.2704468296916678,0.4150892158823612,0.2946213850424038,0.4758576702455091,0.6649997497505538,15.78792869039162,30.267775650039457
v39_2-cmaes-overall-it04-cand06,4,6,-1368291.4179999998,-1243754.0,16022.0,-622357.0,13.2036,66.018,0.8036831270176507,0.1924216850393328,0.02796011335163709,0.6275316599805651,0.8037843665361901,2.688200278247215,0.5943395397839949,1.4181647517603908,0.27074988200999484,0.24805998342842012,0.427604617717884,0.3372500473724183,0.47506199936157006,0.6166303846111599,11.932875791284003,29.102399874233278
v39_2-cmaes-overall-it04-cand07,4,7,-1368384.95425,-1243845.0,16059.0,-622381.0,12.75085,63.75425,0.8072668608631188,0.207984885317268,0.034146221380696985,0.6189548056502058,0.7583496939896643,2.6123244958953644,0.5729231292740083,1.4317293770530182,0.25525708413169396,0.2735526506210825,0.42990248656270513,0.34390596514613203,0.4666589271408918,0.7078618891693063,13.851071558798912,27.449888211845792
v39_2-cmaes-overall-it04-cand00,4,8,-1368538.9652500001,-1243996.0,15780.0,-622383.0,13.27305,66.36525,0.7787778068582936,0.19819142718667437,0.03136650512392722,0.6343337143931679,0.770490783770313,2.7152005709168265,0.569003013175314,1.4249294107735728,0.2602976041626684,0.2990606727758413,0.43132165241737014,0.2820268793627613,0.4368876949606625,0.6845470741607451,14.469615682030854,29.68435446872954
